{'loss': 1.4967, 'grad_norm': 3.2469992637634277, 'learning_rate': 9.815797229590334e-05, 'epoch': 0.06}
{'loss': 0.934, 'grad_norm': 3.193103313446045, 'learning_rate': 1.52667256115532e-05, 'epoch': 2.54}
{'loss': 0.9066, 'grad_norm': 3.3180086612701416, 'learning_rate': 1.342469790745653e-05, 'epoch': 2.6}
{'loss': 0.9276, 'grad_norm': 2.399631977081299, 'learning_rate': 1.1582670203359859e-05, 'epoch': 2.65}
{'loss': 0.8856, 'grad_norm': 5.033020973205566, 'learning_rate': 9.740642499263189e-06, 'epoch': 2.71}
{'loss': 0.9037, 'grad_norm': 2.2923130989074707, 'learning_rate': 7.89861479516652e-06, 'epoch': 2.76}
{'loss': 0.9241, 'grad_norm': 2.8545944690704346, 'learning_rate': 6.05658709106985e-06, 'epoch': 2.82}
{'loss': 0.8979, 'grad_norm': 2.6346304416656494, 'learning_rate': 4.214559386973181e-06, 'epoch': 2.87}
{'loss': 0.8892, 'grad_norm': 2.0648300647735596, 'learning_rate': 2.3725316828765106e-06, 'epoch': 2.93}
{'loss': 0.9141, 'grad_norm': 2.9210681915283203, 'learning_rate': 5.305039787798409e-07, 'epoch': 2.98}
{'train_runtime': 1065.1521, 'train_samples_per_second': 25.484, 'train_steps_per_second': 25.484, 'train_loss': 1.1402929577544978, 'epoch': 3.0}
