Text,Emotion
@NotARichGirl everyone else get all the good stuff!!,amusement
@shtoofi well just remember that tmrw is another day and hopefully won't be as craptastic. sorry girrrrl,amusement
"ready for a very busy, FUN day tomorrow! gotta keep myself busy when my lover is gone",amusement
"Travel trade stalwart, David Steele of City Cruises marks his retirement with a Thames Cruise Party tonight - press day means I miss out",amusement
job hunting. yay.....,amusement
@Janiro dammm..i thought i was on to something  lollllll,amusement
@simonschuster Celebrity sighting: Spongebobs here! #BEA09   LOL! Now I'm even more distraught I missed it,amusement
@idlemichael I will watch that at some point. Have it on hd but Stace also wants to see it in hd so waiting,amusement
@vickybonnett lmao! a good push up bra always makes the abs look smaller. in order to have Robbikin-esque abs.. 6 days a week working out,amusement
@Craziscorpio ready for the weekend! I hope the sun comes out later today tho.  Where u from?,amusement
@DJASAP who is @lil214....lili homie...LILI.... and i am black  75% to be exact lol,amusement
Good Morning. It's Friday and the start of my work week  But... Lakers are going to take the 4th W tonight. Woohoo GO LAKERS!!!!,amusement
just spent all day putting up a trampoline but is now too tired to use it...  it is very cool though!!,amusement
@mhisham hahaha tempting! but nvm la. i'm quite a klutz.  i actually fare better with my hp cam LOL,amusement
did U watch the spelling bee contest ? winner: Kavya Shivshankar ! Impressive performance - i had not even heared most of the words b4,amusement
Its already hot outside...  thank goodness my car has amazing a.c!!! cyalater!!! off to work!!!,amusement
trying to win tickets! com'on dc101...,amusement
hearing the birds chirp makes me think its nice outside...well its not  rain rain go away!!!,amusement
"@jessicamloring Haha! I can't a good vid of it on tubey,you thugh",amusement
@jesssicababesss  how unreall  http://twitpic.com/66nvm,amusement
"@tommcfly Tom! @buonotomato and I were wondering if you'd do a tour in Asia, specifically the Philippines. Any chance you will soon?",amusement
@inrsoul argh. Interested. Time maybe can't go. Maybe.,amusement
Demoing with Gary burr!!! So excited to get some &quot;girls&quot; music on tape!! Missing Tayla,amusement
"@ExtremeWithin Yes, soak it up for sure. It's gonna be fast n furious. Only one show this year  More reason to revel in the moment.",amusement
I want to go to Universal too!,amusement
@briancash Yum...wish we could be there today. I have a cold and don't want to infect others...so we will miss our Friday session.,amusement
"And figuring out how to watch Middlesbrough games next year, after the dreaded drop.",amusement
@JamesDReid i got coupons to Popeye's chicken but I'll probably end up getting a burrito at freshii - this salad joint. healthy,amusement
"@teaanyone why not?  its the most retarded thing someone could do at their 16th, and you know me- I like to be retarded. 8(",amusement
"@HelloHolland noooo, why!!  what are you gonna do there? wandelweekend??",amusement
@yoitsbooty ) NICE. I want it. I'll get the pirated. ) I MISS YOU,amusement
@ColinOLN i'm trying to make myself like it but i haven't been successful so far. haha,amusement
@tommcfly Will we see you guys in the Philippines?  That would be the coolest thing ever! Always wanted to go to one of your concerts!,amusement
"Mucking about on Guitar Rig 3. The demo, that is",amusement
@CMiget That's always fun to clean up,amusement
"@chickgonebad I have no text plan on my phone.    I'll send the #, though, you're more than welcome to call!",amusement
really wanted to go to that gig tonight,amusement
Fall out boy are in my year book. but only @petewentz,amusement
Picking up a couple toys tonight! D300 and 50mm f/1.4! YAY!! :-D Just for the weekend though,amusement
"@HeshieSegal haha I was JUST talking about that to my colleague. I have 539 DMs, only 15 - 20 are actual messages and not spam",amusement
I'm super hungry! Waiting for my biotch to feed me.,amusement
@MisterDiggler we told you guys!   we are just going for a while to get our passes then we are going to see UP downtown disney! Yay!,amusement
Listening to Music Box.  When Mariah could still sing,amusement
has two tickets to Amadou and Miriam for Tue. June 2 that I can't use  $25 each to anyone who wants 'em. That's face value. Should be good,amusement
@iphonegirl totally! except we can't ride on the sidewalk like when we were kids.  a lot more safe than on the road with crazy drivers.,amusement
i hope i can find a store to take us,amusement
"@manderbeth aw, no! feel better Mandy! Hope you aren't getting sick  At least we know a nurse, hehe!",amusement
"I've got sunburnt knees... it's funny now, but I bet they'll sting later   Had a fab day though  x",amusement
@BADnurse09 that's great! i was never so good at the jump roping...,amusement
@HiHillaryyy have fun,amusement
missing @ikewii lol. plaid bud. haha. damn i can't do the BG right.,amusement
WORS bike race at camp this weekend=a total of 1500 people. Going anywhere Sunday is not an option as they race right past the house  #fb,amusement
says ...tomorrow is another day...  http://plurk.com/p/x1pxh,amusement
"@ashleytisdale have fun!!!!  i dont have school for a while, wish i could go to germany... its like 1 hour away  xoxo",amusement
Morning...I woke up to watch @taylorswift13 on the Today show. You rocked it girl. Wish I could have been there. So close but so far away,amusement
@2dimples2 I dunno man. How bout some wendy's?? mmmmmm we dont gots that in H-town,amusement
"@Tashster Have a cold one for me, I'm just off to work now",amusement
#FollowFriday In honor of my web buddies who moved.  @warpdesign @cianan @BigToach @mikedelgado,amusement
@successorstate yeah it was face2face  nite we went to palisades to see star trek. i can't remember it. i said it while we were in the car,amusement
@sexxieluv I wanna go to a SexxieLuv party though,amusement
"@Ana_Surprise its soooo funny! thanks or today. btw, lebron harassed me",amusement
@nattymsmith awww she's laavly ;) I had to come in  but I've got a stunning wee tan (l) ;) yourself?,amusement
"Its 4.30am, sleep timeee. I wanted to watch Gossip Girl but i'm way too tired  Goodnight!",amusement
Getting one of our field vehicles cleaned. Looks like our action hero governor wants to give me another furlough day. How nice of him,amusement
"Blah. So i registered to coach this summer and eh the tourney starts July 6th. My vacation 7/15-28th. Fk my life, haha",amusement
Yesterday and today was my weekend....back to work 2moro!,amusement
"at the office, trying to solve the mystery of whose blood is that in the  bathroom toilet.... eewwwww",amusement
@Bronte9 Hugs to hubby! I'll probably be in the same place come the 1st of September.,amusement
"@foxforcefive Headaches suck, especially stress related ones. I used to get those a lot.  &lt;3",amusement
boo! i can't sleep again  saying hi to random people,amusement
"@tommcfly Toooooom! Do a tour in the Philippines, pleeease?  I'm risking my health to get your reply. Haha!",amusement
@ericworre say hello to Marina Green ... couldn't participate in Barcelona this weeken,amusement
I *really* want to go to the @coldplay concert tomorrow!!,amusement
wzzzzzzzzzup?! its derrek! we r just starting band practice. Jayk Skylar is leaving for california today. lucky.,amusement
I would LOVE to ride the superman right now...,amusement
@mike03p IM SOWWIE I WAS A LIL LATE  LOL it looked good though ;),amusement
@letsdrawmistle it was really good sally! you should have beeeeen there!  xxxx,amusement
@Rae4OSU where ya at girlie...haven't heard from you in a while  missing your cheery disposition...LOL,amusement
"@ArnaudJacobs haha well i was at my friend's party, but then i realized i forgot my stepmom's bday, so i had to come home to call her!",amusement
"@tommcfly I really hope you see my tweets. Sent you so much, I swear. Do a tour in the Philippines, please?  *prays*",amusement
@etdragon i'm playing good because i'm a big baby,amusement
@moefugger drag me to hell looks so freakin scary  watch terminator! it was really good.,amusement
*pokes and runs away* ... I WANT SUGAR !,amusement
@misskitty05 i wish i had a 12hr nap!!  lets talk rachel into getting one of these now.. lol,amusement
@PartyGurle That's great! I will have to do the same as I was forced to miss it. I had to leave for work.,amusement
@arcadianlady eek can't wait to see it!! as well as everyone elses. gahh i don't know what i want  lol,amusement
We're dealing with Overactive Let-Down right now.   http://bit.ly/9ydHU,amusement
10 out of 40 done... everyone is going to be home drinking beer starting next week,amusement
On the way to have Griffin's staples removed from his head!  Should be fun,amusement
Such a busy day today!! Banbury Fair fashion show tonight and move into my apartment tomorrow! i have no started packing yet,amusement
This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn't get a photo.,amusement
@repressd Tell my work to give me two days off in a row! Stat! I'm full time I'm supposed to have priority,amusement
ok... finished all the Mikados  Should shut up now! lol,amusement
"@blues_traveler I want the Tix!  Oh, right.  I'm know where near Vacaville Ca.",amusement
@siamusic  as long as you have someone to make out with    lol,amusement
I just vacuumed my entire house three times. Screw all vacuums!!,amusement
Molly keeps punching me cuz she sees yellow cars. I'm gonna be covered in bruises. I don't like this game,amusement
@emcerlain I know it's against the law... I am a rebel in small things.,amusement
4 more days until my birthday!!! I don't want to get older,amusement
I can't wait to see UP! How dare @katymoe have a &quot;real&quot; job. Probably going to have to wait until tomorrow.,amusement
@candypants2 http://twitpic.com/66wxk - SO jealous right now!!!hate new england weather,amusement
@coollike are you daft  your now going to recieve a million friend invites on xbox now and one of them shall be me,amusement
Jus got back from a run up sunset blvd! My cuzin tried to kill me my legs are still movin and I'm sittin down!!,amusement
@brookefraser @loswhit said that @whittakerwoman mentioned bears!  have fun!! P.S bears like Peanut Butter,amusement
Pooping in a Pennsylvania rest stop!  I hate using public toilets,amusement
was laughed at today for being too hopeful with the things...,amusement
tonight in party w/ my girls (minus vita),amusement
Carol Vorderman cancelled her interivew with me... so now I have no proof against all you non-believers!,amusement
@jpl1953 - Sorry only just seen this - how strange it seems only to happen from my iPhone - perhaps it is a problem with Twitterific,amusement
"@filos I'm thinking of a dawn shot of Carlingford Lough, the sun will be in the right place this time of year. involves an early rise tho",amusement
HELP!!! I think @benmarvin is crazy funny and can't give him favrd stars  Please help me get him UNBLOCKED from favrd so I can star him,amusement
Yaaaaay Friday.... Oh wait....  I'm working TOMORROW,amusement
@unitechy @Shadez is all mine  #twpp #shadez,amusement
"@TomGriffola Not a fan of the Bulmers, but the Magners pear is AWESOME, I want slush puppy though!  #Hurryup #classy #omgimpatient!",amusement
@MAKEUPMANMAE LMAO...Ha! No I just simply wanted to go to NY!,amusement
@derekspringer  i for one welcome our new cyber-criminal-overlords.,amusement
The first officially beautiful day of the year and I'm stuck inside the office    A Magners and BBQ will make up for it!,amusement
"@megpriley I am sorry I never got back to you about going to Vegas this weekend, when you asked me forever ago.  Have fun and good luck!!!",amusement
@Jaicenia lmao i get that alot  haha,amusement
Knight Online Come Back,amusement
@zinzR0ux whatz that supposed to mean  i have a dog now  waaaaaaaaaah lol jk,amusement
@billbathgate hotttie poooh!!!! ooo i bet it sounda magical (HH) im coming home in 1 hour,amusement
I just love when all my little brothers friends come over,amusement
"@combustiblesong lol i don't get enough cause my dad won't let me, he keeps waking me up",amusement
@BSBTwitt U SO funny but u right! I like BSB but Im not as fan than U I love much better Tupac &amp; TLC..2 bad they're not singing anymore,amusement
"Only things left to do are to sweep and mop, load up the van, and go out and have fun tonight.",amusement
"Visiting the grandparents in Manhattan, and dropping off my sister for the week! I wish I had an excuse to be so tired today..",amusement
@princesspooh90 Yeah but it doesn't sound indie enough  i need2learn some other tunes and then pick up mo style =] 1hour! I'll c u then ;),amusement
"@poppy_dog Lucky you! it's drizzling again. Mommy says the puddles are big enough 4 me to swim in, so no dog park today..",amusement
@mr_uppercut that was such an 'old man' thing to say,amusement
"@MelissaPan aww yeah, it's more fun revising with others but you get distracted easier &gt;.&lt; yeah I'm tired, revising history",amusement
"@cwjacobs lol, what's wrong? workin right now sowwwy",amusement
@JessicaMaley Hmm announcing your summer shifts on facebook...you're cool! hahaha. Mate I think I've got sunstroke  xxx,amusement
Man i wish i could just bathe in my ice-cold sunkist right now.... But then i'd be sticky,amusement
@geektrooper I know.  I am definitely going to try and see Up this weekend.,amusement
"@blaqberry I know, me too.  I'm hoping since I got him sesame oil, which he loves, that he'll let it slide. *fingers crossed*",amusement
Speedbumps suck when u gotta piss!!,amusement
@pimpstyleo Yeah prbly pickin up songs for SingStar. Haven't checked the last few store updates. And dunno that Cranberries song.,amusement
"On the airport in Philadelphia at the moment, waiting for the plane to leave in about an hour. Just six more hours on a plane",amusement
"@Octo77 staying in, hve June exams 4 docent training class ,need to study  , we hvng zombie movie sunday aftrn, u both shld come over!",amusement
"@Jaggerwerks nooooooooo....u never call me anymore  lol...but, i've been good too...rick ross is in town, might go 2 his show 2nite ;-)",amusement
"@LMWoodhead you have a viable excuse, helping @ravenouspanda move and all. Sorry I couldn't help! I wanted to wear my sexy moving outfit",amusement
"Anybody out there having a beer right now? I hate drinking alone. Mrs T is oot  On the other hand, Mrs T is oot",amusement
@MysticRose01 awww...on ur way out  Have fun for me toooo!,amusement
"@riannesketch well, someone told me it's only there for two weeks  i'm going again next week with a friend IN SCHOOL TIME :p ...",amusement
@natashaaaaaa awlll mann  we should meet up this summa or something!,amusement
"@la_maestrada: i agree about tw, me and my cat have been watching full housse, sabrina the teenage witch and sister sister re-runs",amusement
M.I.A?PJ?Beasties?Thievery?Volta?Bat4Lashes?BandOfHorses? I enjoy this line-up: http://bit.ly/16lUgX Too bad it's in San Fran,amusement
"So tonights TV viewing, BGT or HIGNFY and Reggie Perrin? Wont be tweeting however as  MiniC has hidden iPod",amusement
Everyone's talking about the goodies at #BEA09.  I wanna be there.,amusement
@cloudconnected I know! D: I finally got my component cables for the PS2 in the other day and instead of playing P3:FES I played OoT.,amusement
"@drilone no email?   just kidding, it can wait filling out form now... seriously.",amusement
sunniest day in ages and im in bed,amusement
STOOOOPIT! STOOOPIT GIRL!  That used to be my bro's rendition of &quot;Stop It girl&quot;.    @retrorewind,amusement
Watching Ellen Love her!! then doing the dishes  and tanning ...it's gorgeous out!,amusement
Getting ready for a going-away dessert reception for a colleague who's off to grad school.,amusement
Draven's elbow met cement this afternoon  Looks nasty.,amusement
I just had to look up endometriosis. Oy!,amusement
Watching the Krystle vs. Alexis catfights on Youtube.. I miss Dynasty,amusement
@liz_pimpmcgee sorry about ur hair salon  *hug* me and haydee can do ur hair again haha JK,amusement
"@BeautifulMarcy lol nttn much juss mad that its been raining all day, and to add to that i dnt think u following me..",amusement
"pop, idk how to reply to ur tweet from my phone  lol but yeah my bday is in a few days. soooo excited!",amusement
@jUjUbEAN0273 lol yea im thinkin bday bash ! but everybodys lame wants to sit in the house instead of qo wit me  lol,amusement
@Dez705 awww Mary I wish I could come but I'm going away 2morrow,amusement
Have to leave twitter alone for the night..last night in Barcelona   back to Philly tomorrow. Hope u all have a great Friday! Muahh!!,amusement
it's friday! trying to find something to do,amusement
@Dougiemcfly  ive got a cold too... It sucks  and u were awesome in ipswitch xD,amusement
Waiting for my momma so i can go to Chase and see what the hell they doin with my money. i miss WAMU,amusement
@BookLoveHer I was really disappointed with the whole &quot;promiscuous girl&quot; thing. congrats on her success but i think wasted talent,amusement
@Harley_Dude @helloo_kitty @morninglory well aren't you just absolutely special. Haha special ed. I think I've received no new followers,amusement
"now it's weekend! It's so great!  I saw the rest of Twilight tonight, and i also have read fininsh  Break for know.. Could I do that?",amusement
is reminiscing about this time last yr when she was @ the BH2 listening to some awesome music! Shame it can't be repeated,amusement
everyone vote for @mileycyrus for the mtv movie awards coz my comp is mashed up and wont let me vote!  i will somehow!!!!!!,amusement
"@markhoppus Is there going to be a New-Brunswick, Canada Drive? lol I live far far away",amusement
Boooo my 2nd wkend bein 21 n ima b in tha house alone,amusement
Trying to sell my GM stock,amusement
"napppinggg, then work 7 - 11",amusement
I wish I could play guitar..... my guitar I got a few christmas`s ago is collecting dust! I need to learn! haha,amusement
Photo: novusnovendo: EYECANDY + LIVE = like a STRIPCLUB! only he keeps his clothes on  BUT he can take them... http://tumblr.com/x2k1wga72,amusement
@Vivienne89 i noo  i went to the zoo instead lol!! ru goin out 2night??? xx,amusement
@xraquelx No sleepover tonight,amusement
Cleaning out my room and found this... http://yfrog.com/0t2b6j   she took me to 2w2v and insisted on paying for my ticket.,amusement
getting ready to babysit,amusement
NEW YORK DOLLS TOMORROW NIGHT @ THE DEPOT CANCELLED   REFUNDS AVAILABLE AT POINT OF PURCHASE.,amusement
@tommcfly why you will so little time in rio de janeiro? forgive babelfish!,amusement
Watch Jay Leno tonite!!!  It's his last day as the Tonite Show Host and  Late Nite Leader,amusement
someones dead on army wives. Dad just laughed and Mum got annoyed with him. I wanna watch Britains Got Talent,amusement
"@Big_Jim I so much want to see the screen adaptation of Kick Ass, but once i found out Nick cage was in it, my heart sank",amusement
@MichelleVo omgggg!! Hawaii!! That's amazing!! I wanna live there,amusement
OMG that little girl on BGT!!!!!!!!,amusement
I want it to be summer. NOW. why is it sprinkling STILL!?!?,amusement
@kayekayekaye Have you met me? (lol) MY MIDDLE NAME IS CREEPY FGS,amusement
@StephWBates  if i was closer i would deliver grub to you!,amusement
@PlayForKeeps oh my gosh! i know! happend yesterday,amusement
@ShesElectric_ more than youl ever no ! !! ! !!   xxx,amusement
Man tha mojitos from earlier got me feelin type funny. Hope I don't get sick  http://myloc.me/20DD,amusement
@martiningram that's a brilliant idea! only one buzz though,amusement
"@GavinHolt awwwh no way, i was well bubblin!",amusement
Hav fun at heav y Metal happy hour you guys! In the future @staygangsta accadentally sets it on fire while smoking with @grayblue,amusement
"just back from my youngest's Kindergarten graduation. Grateful my mom saved me, she had a gift for my son, I didn't think of it",amusement
@acupofjo 1. i dont  2. LMFAO I WONDER.,amusement
"@Craiiiiiig21 @Paola625 sounds like Sonics...which I never had  ...and for the record, I say spicy bred buffalo wings w/ blu cheese &amp; beer",amusement
@TheRealKream yup,amusement
Rice is ready to eat.Off now to watch Comet 2009!The most important music price in germany.Wow n Lisa arrives around 12p.m.  Still 2 hours,amusement
How is it that my preschoolers can bowl over a hundred when they weigh only 35-40 lbs? Today was there last day for the year.,amusement
@hannahbananalee talk about drool - the Canon EOS 5D Mark 2 is *amazing*.  Too bad it costs $2k...  http://tinyurl.com/63qoz4,amusement
i'm going to pig out on ice cream and potato chips,amusement
I have just been to see the Jonas Brothers 3D movie with @maze  was funny NO ONE else was there  hahah can't... http://tinyurl.com/magcwo,amusement
@pfchangs I can't direct message you for my free lunch,amusement
Maaaaaaaaajor headache. It's so gloomy outside!  Just gonna lounge today. Whoopiiiiii.,amusement
Last session of the day  http://twitpic.com/67ezh,amusement
@NTKilpatrick nope  but the T1i looks super sweet!,amusement
@chloestraw  I want to go to the pub. Boooo.,amusement
on youtube watching taylor on the today show wish i was there !,amusement
@ShawnDotB me to mi sausage,amusement
Out with the guys playing 10 pin &amp; doing Mexican! Great combo! My bowling was not so good though  I blame it on my previous broken arm!!,amusement
off to Sacto to take babies to kennel,amusement
Leaving L.A.  but had so much fun!,amusement
@shipperz Im alive..lol ooooo  youre not here,amusement
have an extra Justin Rutledge ticket for the Mod Club tonight,amusement
"@rickblanton Not married any more! Silly man! That was done long ago, you do read my tweets! Barely escaped w/out paying him alimony!",amusement
@djknucklehead  no water park today? made me jealous looking at that pic,amusement
I've already been cleaning for over an hour!!! So much more http://twitpic.com/67gzx,amusement
@LadyStar88 Lol...I am greedy. I'm craving Coldstone again.,amusement
Took a long nap...I feel like I should still be asleep,amusement
"Late night fun with friend, and early morning wake ups make Zeb a very grumpy girl",amusement
So aparently my Out of Sight album sampler cd only has the video on it,amusement
"PKU meeting in London, ON all day today.  One of my favorite PKUers Jessie not there.   He has PKU and Leukemia and was in the hospital.",amusement
Awww I wanted to see some more of Greg,amusement
wants a new phone. ugh my b-day in 3 weeks ya'll,amusement
i am SOOO mad...yesterday and today...SUCKED!!!so much!,amusement
were playing at 7 @ club impact tomorrow! finally got shirts! woopity doo! i want a slurpeeee sooo bad right now,amusement
@SHELLiZAY hmmm Essense awards would be fun... but also pricy,amusement
"BGT was just amazing tonight, and threee amazing acts got sent home",amusement
got my car back and excited/sad for the going away party I'm attending tonight. Dani is going back to Brazil...,amusement
"@skaterdays LOL, such a dork. Hmm, is that book pretty good? Maybe I should check it out. That's why 4gb sucks  8 isn't much better.",amusement
Don't have the Will power to finish hour two of my work out,amusement
@NewMoon_addict yeah like super short  I guess I'll just have to hold my breath till Sunday.,amusement
Hmm...what to make for dinner tonight???  No clue.  Don't feel like cooking anything    Hubby wants to go away tonight.,amusement
@staceyviera I know. I was hoping to meet you tonite  &amp; I just found out a few min ago that we have a mutual friend Cuong H.,amusement
@rosskie good luck!!  OH and I are playing inthe mixed knockout this week. Playing the pros 14yr old son playing off 5 &amp; top woman off 6,amusement
@skotcarruth i like it,amusement
@TheNewMachine Haha. Yep. Ya got me,amusement
@Hooded how come? i want pizza,amusement
Welcome to Minnesoooooooota.  Free up some time this trip to catch up! Won't be at Cliquot Club though; they closed,amusement
@ravefamous who will we make fun  of?!?!,amusement
Im so excited about the MTV movie awards!!!  even though I won't be there   I can't wait to watch them on tv and I hope...,amusement
@jonasbrothers http://twitpic.com/624qo - but a brown snake bit my duck named Elvis  anyway ahaha Elvis is soo cutee!! And so is Nicho ...,amusement
@CoffeebreakDMV so afraid my daughter's gonna write a memoir where i'm some ungodly mix of Miles &amp; Betty Davis in All About Eve,amusement
@COVERGIRL6 man i need 2 find a siitter Val still aint fuckin wit me  LOL,amusement
is getting ready for another makeup baseball game.  Played the same team last night &amp; got run ruled.,amusement
"...celebrated by spilling half my soup. Hello, 40 calorie lunch.    Can it be the weekend now, please?",amusement
"@MuchMusic i saw the new cities last tuesday, amazing show! and won tickets for tomorrow's show, but might not be able to make it",amusement
giesal all dayyyyyy. come join meee!,amusement
http://twitpic.com/67ljj - As if teenagers need any more encouragement,amusement
@KlutzyAnisha  How about we play tomorrow?,amusement
"@mileycyrus Miley!!! I Heard You Have Never Been To A Prom  I Would Have Invited You To Mine If I Knew, We Could Arrange Another One? x",amusement
@lilithsativa POOOOOOOOR SHEEEEP!!!,amusement
football in the sun has owned me,amusement
"Im stuffed, Ive been eating junk all day!",amusement
