{'loss': 1.3178, 'grad_norm': 5.357555389404297, 'learning_rate': 9.828638014942766e-05, 'epoch': 0.05}
{'loss': 0.9841, 'grad_norm': 2.952707529067993, 'learning_rate': 3.830968537939544e-05, 'epoch': 1.85}
{'loss': 0.9211, 'grad_norm': 2.2807750701904297, 'learning_rate': 3.6596065528823084e-05, 'epoch': 1.9}
{'loss': 0.9789, 'grad_norm': 3.927241802215576, 'learning_rate': 3.4882445678250736e-05, 'epoch': 1.95}
{'loss': 0.972, 'grad_norm': 1.6525564193725586, 'learning_rate': 3.316882582767839e-05, 'epoch': 2.0}
{'loss': 0.7744, 'grad_norm': 4.823216915130615, 'learning_rate': 3.145520597710604e-05, 'epoch': 2.06}
{'loss': 0.7727, 'grad_norm': 1.1532140970230103, 'learning_rate': 2.9741586126533693e-05, 'epoch': 2.11}
{'loss': 0.7599, 'grad_norm': 2.756509780883789, 'learning_rate': 2.8027966275961342e-05, 'epoch': 2.16}
{'loss': 0.8005, 'grad_norm': 3.0806612968444824, 'learning_rate': 2.631434642538899e-05, 'epoch': 2.21}
{'loss': 0.7687, 'grad_norm': 2.29168701171875, 'learning_rate': 2.4600726574816644e-05, 'epoch': 2.26}
{'loss': 0.7995, 'grad_norm': 3.0306830406188965, 'learning_rate': 2.2887106724244296e-05, 'epoch': 2.31}
{'loss': 0.7604, 'grad_norm': 2.2857837677001953, 'learning_rate': 2.1173486873671945e-05, 'epoch': 2.36}
{'loss': 0.7836, 'grad_norm': 3.8385984897613525, 'learning_rate': 1.9459867023099594e-05, 'epoch': 2.42}
{'loss': 0.7985, 'grad_norm': 3.115339994430542, 'learning_rate': 1.7746247172527247e-05, 'epoch': 2.47}
{'loss': 0.7965, 'grad_norm': 2.5875632762908936, 'learning_rate': 1.60326273219549e-05, 'epoch': 2.52}
{'loss': 0.7845, 'grad_norm': 4.07136344909668, 'learning_rate': 1.4319007471382548e-05, 'epoch': 2.57}
{'loss': 0.8114, 'grad_norm': 3.520674705505371, 'learning_rate': 1.2605387620810199e-05, 'epoch': 2.62}
{'loss': 0.7739, 'grad_norm': 2.2649834156036377, 'learning_rate': 1.0891767770237851e-05, 'epoch': 2.67}
{'loss': 0.7891, 'grad_norm': 3.4539763927459717, 'learning_rate': 9.178147919665502e-06, 'epoch': 2.72}
{'loss': 0.7741, 'grad_norm': 3.4387378692626953, 'learning_rate': 7.464528069093154e-06, 'epoch': 2.78}
{'loss': 0.7747, 'grad_norm': 2.9307758808135986, 'learning_rate': 5.7509082185208035e-06, 'epoch': 2.83}
{'loss': 0.7727, 'grad_norm': 4.363194465637207, 'learning_rate': 4.037288367948454e-06, 'epoch': 2.88}
{'loss': 0.7611, 'grad_norm': 3.0811378955841064, 'learning_rate': 2.3236685173761054e-06, 'epoch': 2.93}
{'loss': 0.8035, 'grad_norm': 3.1955862045288086, 'learning_rate': 6.100486668037563e-07, 'epoch': 2.98}
{'train_runtime': 1259.8354, 'train_samples_per_second': 23.16, 'train_steps_per_second': 23.16, 'train_loss': 0.9829186066843156, 'epoch': 3.0}
